source,material,temperature_C,time_h,location_id,x_sample,y_sample,z_sample,sVM_MPa,stress_xx_MPa,stress_xx_unc_MPa,strain_xx,strain_xx_unc,stress_yy_MPa,stress_yy_unc_MPa,strain_yy,strain_yy_unc,stress_zz_MPa,stress_zz_unc_MPa,strain_zz,strain_zz_unc,stress_xy_MPa,stress_xy_unc_MPa,strain_xy,strain_xy_unc,stress_yz_MPa,stress_yz_unc_MPa,strain_yz,strain_yz_unc,stress_xz_MPa,stress_xz_unc_MPa,strain_xz,strain_xz_unc
neutron_diffraction,Type 316H stainless steel,550.0,800.0,11,0.0,12.0,0.0,75.20871401560365,-93.47074502186987,5.023381067008965,-0.0003738080921107409,1.694379564643694e-05,-46.92463211839989,4.866903667687055,-8.317870422566005e-05,1.7362411128742217e-05,-13.218532664342895,4.677865165533574,0.00012727889236552507,1.5152332774284228e-05,-14.127337999542219,3.027583488944169,-8.82097201922636e-05,1.890393593096847e-05,-2.4045241718621133,2.6021475938608867,-1.5013614341382953e-05,1.6247555708009437e-05,7.499571987525705,2.806786955242508,4.682659582455075e-05,1.7525303915660537e-05
neutron_diffraction,Type 316H stainless steel,550.0,800.0,12,4.0,12.0,0.0,102.32324506071508,-107.98923444722307,4.995592008804375,-0.00035494138558524196,1.6977716977401952e-05,-81.33593865199698,4.69430846732745,-0.0001885208069613914,1.6650904728452425e-05,-44.472098498890325,4.576202523285768,4.1653414482396534e-05,1.4811532043907048e-05,-18.032869577884856,2.524637808313931,-0.00011259547833996398,1.5763592168984548e-05,5.242909539680891,2.462703215963493,3.273621566239776e-05,1.5376878616747665e-05,46.043983680324644,2.6330911942982396,0.00028749414200397825,1.6440764530252422e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,1,8.0,0.0,0.0,127.43097100456882,29.934654864846287,5.331793338981872,8.621198320415574e-05,1.7306515070877886e-05,87.38922881513096,6.002313232358937,0.00044495273762544556,2.189191243988992e-05,-43.5992348580083,5.207847585942392,-0.00037292645018732653,1.664651524961324e-05,25.304885721672786,3.27201367519512,0.0001580012376767862,2.043013416707197e-05,11.779652852232957,2.678210022738125,7.355100317491798e-05,1.6722482093194148e-05,17.96515769050046,3.164064007751692,0.0001121726919211736,1.9756106975230078e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,2,12.0,0.0,0.0,121.10070290602975,-29.184608719413124,4.991117374678092,4.260274263001424e-05,1.5668012896381442e-05,-125.13516757494823,6.1546988174740305,-0.0005565031858338148,2.268037808665441e-05,-10.286871562787617,5.0788824487055475,0.0001605983697543101,1.6144572379715205e-05,-26.79957840979922,3.0101538467142688,-0.00016733395299777074,1.8795106945337875e-05,-1.8008565937154324,2.784953759359554,-1.1244372877832944e-05,1.7388979570635263e-05,19.35730806421295,2.873314996836202,0.00012086514303508574,1.7940698516830923e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,3,8.0,4.0,0.0,86.11489032566976,34.63491099358746,5.380437042082501,0.00012156120672282526,1.715990625408733e-05,45.72622709146903,6.352123953742616,0.00019081430235837847,2.33011339653009e-05,-11.030285607868011,5.394153205157301,-0.0001635678257155309,1.7233615445890593e-05,-5.745759984423656,3.5674597680255493,-3.5875964780791605e-05,2.227487074669611e-05,6.28286725790426,2.8213058090114087,3.92296101956949e-05,1.7615958222120015e-05,38.658742848389096,3.249468224702625,0.0002413814187606734,2.0289362573752975e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,4,12.0,4.0,0.0,109.64371023488216,-19.372449846142494,4.479701894217977,2.1658297353279364e-05,1.4243894787772236e-05,-83.90847769626129,5.185742658467979,-0.0003812983643450233,1.8996163765417875e-05,-1.1358108878985889,4.65003230312511,0.0001355260918242657,1.5151376220174027e-05,-11.808582285609026,2.753941629551363,-7.373163573453441e-05,1.7195342857686558e-05,-11.170792586497736,2.364166318582073,-6.97493390766688e-05,1.4761623842853921e-05,43.02968508438761,2.7125529831670963,0.00026867315564885923,1.6936916187579916e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,5,-4.0,8.0,0.0,83.94088700042164,60.6014648029227,5.289100945210616,0.0003575192368546799,1.779608793534454e-05,-23.476686257318516,5.278508334651628,-0.00016745653561902135,1.8914949172772757e-05,-21.844666429419632,4.855832660991004,-0.00015726636303506735,1.553385996740198e-05,-0.0991161868363591,2.682214277173206,-6.188718007343398e-07,1.674748426722782e-05,0.008558887185574288,2.4428793344811766,5.34408565733419e-08,1.5253100234809296e-05,-6.095382235606004,2.8530024902447084,-3.8058972007686275e-05,1.7813869207381595e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,6,0.0,8.0,0.0,69.22384485995164,46.09937615483276,5.110242452376908,0.0002701022219532818,1.7005810649217692e-05,-7.306932696633207,5.276345823386464,-6.33615601436764e-05,1.9015846226850407e-05,-25.80585068047398,4.823064359305294,-0.00017886699926229196,1.550044099271235e-05,-10.813198863263045,3.0749951273593825,-6.751655875598389e-05,1.9199969575707363e-05,1.1312399449629704,2.519935673386613,7.063351851476109e-06,1.573423249724324e-05,9.21815342701594,2.9436119913577126,5.755725066624587e-05,1.8379626092379863e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,7,4.0,8.0,0.0,66.8122463185766,9.251776248555565,5.341863282284335,5.757208949062471e-05,1.8069457494252154e-05,11.688363463458026,5.24966454318091,7.278590234464986e-05,1.8758228912462403e-05,-20.797299524252676,4.825073784641346,-0.00013005140801764138,1.537450590126417e-05,-15.029387150743306,2.6774736259805034,-9.384202708756796e-05,1.6717884103683142e-05,0.40568465313791635,2.522840173207536,2.5330553952025997e-06,1.575236791075925e-05,30.570323178623937,2.873603922849611,0.00019087811545677385,1.794250254267074e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,8,8.0,8.0,0.0,137.58878789801844,-30.234390358655396,5.160191989256298,-5.308524238859154e-05,1.707967895099966e-05,-34.84226973238821,5.455231609426717,-8.185639164897204e-05,1.9727449390219315e-05,-34.27171479973368,4.891783004106508,-7.8293902313373e-05,1.5666311068757364e-05,-10.20534108753686,3.070697730696997,-6.372115410754723e-05,1.917313705020564e-05,-7.10725787396402,2.588960985346186,-4.437702477401925e-05,1.616521981094204e-05,78.41717332042695,2.8482181811654796,0.0004896291797568122,1.778399644825275e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,9,12.0,8.0,0.0,140.26756106428311,-38.72622662022487,4.694417559336181,-6.887776427723991e-05,1.5197992935972207e-05,-79.73515080266162,5.229102182483582,-0.00032493348600172315,1.9057305590652972e-05,-8.144438280876534,4.695395231941992,0.00012207193852454483,1.5203172879626801e-05,-27.424805932288802,2.9990151622892633,-0.00017123781265038863,1.8725558086489058e-05,-14.08841592466814,2.5237867643188596,-8.796669455402548e-05,1.5758278333308e-05,65.70660665881003,2.7599266340506805,0.0004102656415769602,1.723271264187742e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,10,-4.0,12.0,0.0,68.00934204591815,-84.00387679612035,5.163623480561332,-0.0003252048865042544,1.74200517386206e-05,-53.71910029008275,4.954862441317064,-0.00013610969661289766,1.7650961197476978e-05,-8.198310648303687,4.8453558518036495,0.00014811767285772287,1.5773826889503914e-05,0.5329630769503703,3.1558632381259994,3.327769456080361e-06,1.9704902169762337e-05,-8.541579158213034,2.5494312941672406,-5.333278693908626e-05,1.591840027577594e-05,3.542401009441612,2.8470567410318335,2.211840630285494e-05,1.7776744529369496e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,11,0.0,12.0,0.0,77.76788060027494,-86.28264875130559,5.13435593745176,-0.0003683633124326025,1.730139802744071e-05,-34.14333619227886,5.021651457023632,-4.2810531576240415e-05,1.7941041765835493e-05,-4.3144127456571635,4.765595942704022,0.00014343835628559263,1.5385520248968166e-05,-0.8353869883358952,3.0202940534648963,-5.216074853999737e-06,1.885842140700033e-05,-16.998976206828015,2.480860212036108,-0.00010613994899873103,1.549024912881082e-05,-2.259934480014345,2.7802885948837974,-1.411081041179689e-05,1.7359850738786636e-05
neutron_diffraction,Type 316H stainless steel,550.0,200.0,12,4.0,12.0,0.0,85.0007870381791,-92.51017072663088,4.914938037081993,-0.00034790511341509407,1.6530451458672708e-05,-52.08574829277266,4.844324297990661,-9.549896358417438e-05,1.7330705172419113e-05,-23.5914748377152,4.578240519283985,8.241649994008681e-05,1.4779243930548441e-05,8.86333073478006,2.552384420433081,5.5341772392773056e-05,1.593683930806997e-05,-8.444011975900116,2.4258917220816936,-5.27235869714739e-05,1.5147031240314962e-05,32.54551577552288,2.6409496436638418,0.00020321102533009408,1.6489831921413256e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,1,8.0,0.0,0.0,115.23083989904212,54.50554279831563,5.381461001481522,0.00011136816248641665,1.745996158203855e-05,119.96364809382145,6.102915205975018,0.0005200821857949409,2.2275097780825553e-05,-6.838399920249266,5.223609707270145,-0.00027165743107340323,1.6617282637852715e-05,-12.938867177351247,3.0857976735686967,-8.078902432687609e-05,1.9267419620331375e-05,11.967910112181805,2.703687767678344,7.472646313947664e-05,1.688156264696722e-05,9.710988211472598,2.9266016783641158,6.063446297895086e-05,1.8273415357590576e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,2,12.0,0.0,0.0,120.61757134531318,-13.851965234428096,5.335122736267257,6.315853106800059e-05,1.5809205473369765e-05,-109.79433532215953,7.27222583181148,-0.0005358962675285664,2.705909634330424e-05,14.081963524415908,5.883443119347193,0.00023757525697688022,1.8853419466299335e-05,-16.84539503033403,4.5097490578085155,-0.00010518100311623198,2.8158433141438536e-05,-9.121282073483696,3.0780808430839355,-5.69523953856543e-05,1.9219236483646034e-05,16.14943828873324,3.886843777710839,0.00010083551711989536,2.4269073343755485e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,3,8.0,4.0,0.0,87.40606169908625,47.362075344453494,5.407362487681747,0.00014563337420276865,1.7424040803204814e-05,59.015151838098646,6.239206592976668,0.00021839404694357743,2.282237256765198e-05,3.51068256506532,5.315181159621665,-0.00012817044412706964,1.693050176906215e-05,-1.012868207128068,3.631989879924853,-6.324250268897205e-06,2.2677790469774692e-05,7.524562270735075,2.752428387767987,4.6982632714833636e-05,1.7185894323624507e-05,40.40273228698326,3.312414786168142,0.00025227071866994427,2.068239476241572e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,4,12.0,4.0,0.0,140.10445060910425,-15.708582859554754,4.664044877240045,4.303915241082469e-05,1.4530641801541918e-05,-100.9650175582656,5.657394318447077,-0.0004892937081469797,2.0834281382049216e-05,13.352127901930563,4.983858589452826,0.0002244913952142452,1.6250190818697898e-05,-23.037358340187037,3.234413388950659,-0.0001438430179289727,2.0195361648082167e-05,-11.274599902571145,2.528941232918821,-7.039750183068813e-05,1.5790462332371175e-05,48.52817215073544,2.9965503353893523,0.0003030051724533725,1.871016794779693e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,5,-4.0,8.0,0.0,106.29192397674134,96.47215696172407,5.112080897675726,0.000496970149039703,1.7116424312860526e-05,-10.986620977388437,5.1631162566573305,-0.00017399197662890204,1.8542416929745197e-05,-8.323106134808075,4.7694714467440384,-0.0001573612498069369,1.5326348420443944e-05,1.9917943293646088,2.6216576957130266,1.243656947115463e-05,1.636937488054963e-05,1.0392654298966888,2.4522992853258794,6.489071952525668e-06,1.5311917488864027e-05,-2.2034770512979027,2.798348097234159,-1.3758295734933246e-05,1.7472612509559624e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,6,0.0,8.0,0.0,95.24212294871565,83.22130093273168,6.027441185931727,0.00043134302277028706,2.064298277410383e-05,-0.608680888636529,5.5970669050801805,-9.208320518752411e-05,1.9790589666527048e-05,-17.977100308424838,5.318851477929151,-0.00020052992156473893,1.6976956015019917e-05,-5.461233407472658,3.2893788571358136,-3.409940859300001e-05,2.053856066894557e-05,5.503841962716612,2.599577760018992,3.436545225501104e-05,1.6231509916216145e-05,5.932616460285318,3.0242726713843706,3.704267838617175e-05,1.888326350913168e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,7,4.0,8.0,0.0,127.3880785794247,2.4048492178671794,5.548542937622965,0.0001328880448501419,1.8181748310133243e-05,-30.318521638666855,6.115457119149702,-7.143349025407064e-05,2.2237816686216556e-05,-58.385763991375654,5.295481775569214,-0.0002466826132368378,1.683751747341976e-05,-8.628532430602252,2.708593954481829,-5.3875714688638465e-05,1.691219639871581e-05,6.6408351957063,2.6642592765015065,4.146472707562959e-05,1.6635374994741113e-05,66.06820187811572,2.8271394958259184,0.0004125234068487226,1.7652383193449637e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,8,8.0,8.0,0.0,145.44355920095518,-6.943072645840905,5.230696160379502,-1.8456520391170654e-05,1.7287265082318427e-05,-10.992556099236532,5.449596876465006,-4.374110000261653e-05,1.9677362927666352e-05,-0.29132234951675223,5.071775448401944,2.307635950782893e-05,1.6454899954866877e-05,-19.286375915264845,2.792291394864676,-0.00012042224961726344,1.7434795050862368e-05,-15.097031755534145,2.63810597469396,-9.426439340040831e-05,1.6472076329796434e-05,80.13861880250403,2.831540639189291,0.0005003777174010008,1.7679863503230696e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,9,12.0,8.0,0.0,148.50352653716834,-21.98870355423497,4.699347623351991,-1.6865411926837582e-05,1.5088864778794357e-05,-74.11472884526299,5.299062716092477,-0.0003423352283781345,1.934954094767435e-05,7.931535598001341,4.813040025723484,0.00016995364229200377,1.569157840320351e-05,-31.93087546356928,3.0380494340716866,-0.00019937327118716428,1.896928427127687e-05,-15.468219553424307,2.5680863314356914,-9.65820537969908e-05,1.6034880508476514e-05,66.09284165872468,2.7348137327024213,0.0004126772552349639,1.7075910135898045e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,10,-4.0,12.0,0.0,65.5631017946309,-73.55810776583054,5.199752164847382,-0.00030557037149943464,1.7114576367473634e-05,-37.671717907575974,5.317595726644159,-8.149925433569876e-05,1.9167772863046752e-05,-1.3146449797327682,5.232494323868939,0.0001455107619942491,1.7284909094836427e-05,1.595890533545771,3.1229811374129155,9.964584794822376e-06,1.9499589540919667e-05,-10.82915236855581,2.646875418728358,-6.761617088659238e-05,1.6526831882791697e-05,-2.8678837697877837,2.9965397057105125,-1.7906786465016407e-05,1.8710101577119297e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,11,0.0,12.0,0.0,90.80980212594896,-94.08759997478657,5.101106888929412,-0.00039812534577401916,1.701642064696717e-05,-43.38230858215739,5.095765791780716,-8.152645317613955e-05,1.828325698012331e-05,-1.1602060289591207,4.906918670959874,0.0001821042359365131,1.6006899451548373e-05,15.294382672714748,3.101644762685441,9.549663327353601e-05,1.9366367298718852e-05,-9.960633080693519,2.544349583660371,-6.219322118676929e-05,1.5886670571147682e-05,15.836735476284867,2.89709468556167,9.888303126655917e-05,1.808917657326311e-05
neutron_diffraction,Type 316H stainless steel,550.0,50.0,12,4.0,12.0,0.0,111.93803463839868,-92.86027270564507,4.990042961757598,-0.0003461784159628614,1.6951068182381667e-05,-58.06248937519644,4.6611415846936675,-0.00012890445175323099,1.651882576429123e-05,-20.129287172155255,4.607804722259406,0.00010794676200234329,1.4980204190177864e-05,-24.74915526770815,2.4588351555473205,-0.00015453131093983629,1.535272682488083e-05,-0.19463577154382405,2.4041690101683466,-1.2152867686638772e-06,1.5011396746416992e-05,47.33794455712418,2.565119504359157,0.00029557350747862904,1.6016355929657174e-05
neutron_diffraction,Type 316H stainless steel,550.0,10.0,1,8.0,0.0,0.0,98.65498860335192,47.48335871243496,5.103097850856996,0.00012997828990500034,1.6524054657178004e-05,88.42908679561346,5.742163474129811,0.00038563942135118806,2.094694792668616e-05,-14.008339360220988,5.04468075621449,-0.0002539698736706076,1.6213433901888617e-05,-21.96771373691927,3.0947721520892277,-0.00013716426138173982,1.932345538865469e-05,-3.5131938675837175,2.6253504905639806,-2.1936039758571508e-05,1.639243233132632e-05,9.529496552213823,2.838140426568037,5.950124676504241e-05,1.772107193174189e-05
neutron_diffraction,Type 316H stainless steel,550.0,10.0,2,12.0,0.0,0.0,123.72712756198302,-15.213587452573808,4.904535835885091,7.941057583514077e-05,1.5320268172223583e-05,-117.6169684569975,5.769358919939628,-0.0005599861445827243,2.1192684912849214e-05,5.14284167564871,5.358795510514075,0.0002065141333186765,1.773939690522004e-05,-20.393625544390925,3.223524893330316,-0.0001273358082771726,2.0127374943720998e-05,-7.298256766718565,2.636364853850595,-4.5569603226340315e-05,1.646120494111591e-05,17.469065371005836,2.881254700833765,0.00010907513987749986,1.7990273253986433e-05
neutron_diffraction,Type 316H stainless steel,550.0,10.0,3,8.0,4.0,0.0,93.52442758076884,26.09721136929292,5.2529511487383,8.115697175422423e-05,1.6958975851750473e-05,43.19406733465492,5.999945585983739,0.00018790807241599668,2.1923573822090074e-05,-9.408238192951499,5.177575028223201,-0.0001405355913661312,1.655657533832287e-05,-14.31786741651245,3.4240384324097186,-8.939936728358994e-05,2.137936191943629e-05,-6.9947012163670195,2.8001315148799755,-4.36742319851209e-05,1.748374799534814e-05,44.06459670095224,3.0242640302500017,0.0002751350428157018,1.8883209554731717e-05
neutron_diffraction,Type 316H stainless steel,550.0,10.0,4,12.0,4.0,0.0,140.62111465858996,-12.04195653554939,4.4543052939014744,5.252029773627923e-05,1.4026035134215648e-05,-95.4604146100857,5.312452516124582,-0.00046833641609497203,1.9523149304739842e-05,14.0010661404906,4.655345259246073,0.00021513039054277288,1.5104486944938996e-05,-24.258126311402403,2.932740927317937,-0.00015146537404192722,1.831174822910712e-05,-15.911833310415618,2.322635546505786,-9.935193481625363e-05,1.4502309753792226e-05,49.799670416030324,2.701949873061034,0.00031094428357326254,1.6870711402527432e-05
neutron_diffraction,Type 316H stainless steel,550.0,10.0,5,-4.0,8.0,0.0,92.84602796475014,96.0094290605985,5.225079416640354,0.00045513444006765327,1.7441754510965843e-05,4.642957669990344,5.366211510569959,-0.00011534889349321729,1.9319839236061277e-05,5.024431068329641,4.875087472939739,-0.0001129670108109036,1.56069175608615e-05,-6.385013557876805,2.5924532635255697,-3.986740172723078e-05,1.6187025255184045e-05,-7.6628543783430905,2.3967545656373557,-4.7846115142825154e-05,1.4965101678125927e-05,1.7124996125022611,2.839599159999064,1.0692680507331192e-05,1.7730180120969766e-05
neutron_diffraction,Type 316H stainless steel,550.0,10.0,6,0.0,8.0,0.0,74.15845788768932,86.02048703255677,5.357151662199024,0.0003725759119582519,1.7834518799167582e-05,26.686270563574965,5.555654267825219,2.098853029975209e-06,2.0032118344759025e-05,7.7509618689790925,5.0224966340227875,-0.0001161313671118917,1.6077436706255666e-05,1.2378981721521574,3.0974916093848837,7.72931541636469e-06,1.934043541469586e-05,-10.642100830382264,2.5527530878700238,-6.644823933116731e-05,1.5939141231578686e-05,-7.129981440707373,2.9476901688799684,-4.45189085078314e-05,1.8405089834957853e-05
neutron_diffraction,Type 316H stainless steel,550.0,10.0,7,4.0,8.0,0.0,93.68029016381573,38.378919635771695,5.360642914880645,0.00017145160244982596,1.7680916832715488e-05,17.44095312863092,5.86932832821491,4.0716982307678654e-05,2.1314050540673046e-05,-5.90044908021171,4.980348668709232,-0.00010502445587436315,1.565741814560951e-05,-29.116062721315686,2.622881019449251,-0.00018179785504041015,1.6377013194609958e-05,-11.269437852948458,2.52631635967935,-7.036527049645868e-05,1.577407287994911e-05,38.209160137459094,2.7873477088514025,0.00023857426817535437,1.740392715770632e-05
neutron_diffraction,Type 316H stainless steel,550.0,10.0,8,8.0,8.0,0.0,137.21473813225393,0.12735214720232507,5.295506557066697,-2.266809652702159e-06,1.723599678640149e-05,0.3467076503956359,6.0100380045569075,-8.971752913000233e-07,2.1931149933876262e-05,1.7677499424838912,5.054947905183318,7.975674142226645e-06,1.594891968094825e-05,-20.571467483684508,2.7564062661580153,-0.00012844623599568862,1.7210731808206145e-05,-14.40537303449266,2.5560675093493606,-8.99457438251249e-05,1.5959836155937472e-05,75.12967684640951,2.8259765627138003,0.0004691023725044106,1.764512195255446e-05
neutron_diffraction,Type 316H stainless steel,550.0,10.0,9,12.0,8.0,0.0,140.54345545139694,-21.414037968535666,4.725043719078058,-2.3272782220861425e-05,1.5302046142465744e-05,-70.40005806779114,5.239996645652899,-0.0003291367125967005,1.9088256208278793e-05,10.96035230615161,4.7410016317881,0.00017886975217718592,1.5386483276079177e-05,-22.398791018318494,2.8610160341356035,-0.00013985586587047646,1.7863904993627182e-05,-16.625515285014018,2.453052784968441,-0.00010380809543813631,1.531662226712002e-05,64.25080604935573,2.729807337920083,0.0004011757646008553,1.7044650695305886e-05
neutron_diffraction,Type 316H stainless steel,550.0,10.0,10,-4.0,12.0,0.0,62.079392032865385,-76.66877688841723,5.062050445617458,-0.00030386148433984194,1.6752668237470277e-05,-44.43366788609994,5.230346840614907,-0.00010258860861805592,1.886420142246061e-05,-6.913377109434472,4.91401872334864,0.00013168442647526997,1.5978714896097065e-05,-4.777087066154684,3.0967012776027203,-2.98276655837951e-05,1.933550066015357e-05,-6.468846782691782,2.5357476313233125,-4.039084820412429e-05,1.583296081996995e-05,-1.0810737289442967,2.9352229873401123,-6.750118892920488e-06,1.8327245969733384e-05
